GeneName	Prime3	Prime5
g14003	551	276
g14004	276	6676
g14005	6676	375
g14006	375	2752
g14007	2752	358
g14008	358	738
g14009	738	236
g14010	236	312
g14011	312	364
g14012	364	202
g14013	202	352
g14014	352	105
g14015	105	34
g14016	34	1177
g14017	1177	902
g14018	902	433
g14019	433	14
g14020	14	1386
g14021	1386	228
g14022	228	638
g14023	638	834
g14024	834	255
g14025	255	822
g14026	822	333
g14027	333	859
g14028	859	769
g14029	769	433
g14030	433	321
g14031	321	84
g14032	84	705
g14033	705	147
g14034	147	1653
g14035	1653	461
g14036	461	825
g14037	530	2135
g14038	825	264
g14039	264	3841
g14040	3841	1032
g14041	1032	596
g14042	596	2875
g14043	2875	290
g14044	290	1089
g14045	1089	2415
g14046	2415	1530
g14047	1530	915
g14048	915	1012
g14049	1012	1281
g14050	1281	185
g14051	185	1406
g14052	1406	151
g14053	151	78
g14054	78	1012
g14055	1012	3831
g14056	8202	20085
g14057	3831	821
g14058	821	120
g14059	120	852
g14060	852	1217
g14061	1217	1440
g14062	1440	768
g14063	768	134
g14064	134	424
g14065	424	926
g14066	926	373
g14067	373	1348
g14068	1348	589
g14069	589	577
g14070	577	1714
g14071	1714	489
g14072	4519	8655
g14073	489	679
g14074	679	1762
g14075	1762	645
g14076	645	449
g14077	449	1054
g14078	1054	1280
g14079	1280	707
g14080	707	999
g14081	999	255
g14082	255	295
g14083	295	624
g14084	624	934
g14085	934	1280
g14086	1280	431
g14087	431	520
g14088	520	169
g14089	169	349
g14090	349	2847
g14091	2847	157
g14092	157	343
g14093	343	836
g14094	836	1084
g14095	1084	449
g14096	449	509
g14097	509	141
g14098	141	279
g14099	279	230
g14100	230	21
g14101	21	986
g14102	986	719
g14103	719	369
g14104	369	553
g14105	553	738
g14106	738	644
g14107	644	514
g14108	514	613
g14109	613	2272
g14110	2272	1403
g14111	1403	131
g14112	131	1232
g14113	1232	4889
g14114	4889	731
g14115	731	457
g14116	457	848
g14117	848	165
g14118	165	1281
g14119	1281	217
g14120	217	1609
g14121	1609	69
g14122	69	209
g14123	209	642
g14124	642	769
g14125	769	374
g14126	374	702
g14127	702	334
g14128	334	22
g14129	22	95
g14130	95	286
g14131	286	755
g14132	755	149
g14133	149	610
g14134	610	349
g14135	349	872
g14136	1612	2393
g14137	872	671
g14138	671	1357
g14139	1357	52
g14140	52	232
g14141	232	190
g14142	190	573
g14143	573	232
g14144	232	318
g14145	318	432
g14146	432	3487
g14147	3487	564
g14148	564	832
g14149	832	35
g14150	35	434
g14151	434	431
g14152	431	998
g14153	998	297
g14154	297	892
g14155	892	272
g14156	272	700
g14157	700	223
g14158	223	1717
g14159	1717	191
g14160	191	122
g14161	122	633
g14162	633	2021
g14163	2021	269
g14164	269	81
g14165	81	408
g14166	408	212
g14167	212	575
g14168	575	3756
g14169	3756	1144
g14170	1144	1621
g14171	1621	637
g14172	637	555
g14173	555	509
g14174	509	265
g14175	265	1544
g14176	1544	2430
g14177	2430	841
g14178	841	254
g14179	254	226
g14180	226	151
g14181	151	277
g14182	277	626
g14183	626	291
g14184	291	484
g14185	484	1241
g14186	1241	46
g14187	46	919
g14188	919	1834
g14189	1834	206
g14190	206	1261
g14191	1261	718
g14192	718	1799
g14193	1799	5039
g14194	5039	626
g14195	626	254
g14196	254	418
g14197	418	977
g14198	977	408
g14199	408	201
g14200	201	170
g14201	170	108
g14202	108	178
g14203	178	3055
g14204	3055	669
g14205	669	392
g14206	392	186
g14207	186	685
g14208	685	862
g14209	862	3311
g14210	3311	511
g14211	511	615
g14212	615	1274
g14213	1274	278
g14214	278	383
g14215	383	165
g14216	165	44
g14217	44	641
g14218	641	3072
g14219	3072	738
g14220	738	3168
g14221	3168	1016
g14222	1016	2062
g14223	2062	370
g14224	370	633
g14225	633	205
g14226	205	218
g14227	218	629
g14228	629	440
g14229	440	546
g14230	546	219
g14231	219	390
g14232	390	2488
g14233	2488	213
g14234	213	905
g14235	905	414
g14236	414	365
g14237	365	580
g14238	580	1576
g14239	1576	274
g14240	274	524
g14241	524	3487
g14242	3487	555
g14243	555	242
g14244	242	702
g14245	702	459
g14246	459	1247
g14247	1247	1431
g14248	1431	534
g14249	534	493
g14250	493	1027
g14251	1027	752
g14252	752	42
g14253	42	2938
g14254	2938	301
g14255	301	993
g14256	993	582
g14257	582	1841
g14258	1841	1576
g14259	1576	389
g14260	389	608
g14261	608	208
g14262	208	31
g14263	31	540
g14264	540	112
g14265	112	253
g14266	253	401
g14267	401	219
g14268	219	600
g14269	600	404
g14270	404	24
g14271	24	125
g14272	125	460
g14273	460	350
g14274	350	3119
g14275	3119	2193
g14276	2193	477
g14277	477	447
g14278	447	35
g14279	35	3481
g14280	3481	993
g14281	993	17
g14282	17	804
g14283	804	1103
g14284	1103	29
g14285	29	38
g14286	38	466
g14287	466	287
g14288	287	5126
g14289	5126	5793
g14290	5793	5237
g14291	5237	817
g14292	817	1511
g14293	1511	28
g14294	28	310
g14295	310	664
g14296	664	1075
g14297	1075	451
g14298	451	613
g14299	613	16
g14300	16	1805
g14301	1805	1929
g14302	1929	3845
g14303	3845	94
g14304	94	2110
g14305	2110	181
g14306	181	1424
g14307	1424	1296
g14308	1296	636
g14309	636	2215
g14310	2215	267
g14311	267	333
g14312	333	652
g14313	652	355
g14314	355	280
g14315	280	219
g14316	219	4297
g14317	4297	1001
g14318	1001	4152
g14319	4152	620
g14320	620	654
g14321	654	950
g14322	950	580
g14323	580	691
g14324	691	294
g14325	294	699
g14326	699	1068
g14327	1068	1661
g14328	1661	497
g14329	497	672
g14330	672	3642
g14331	3642	1663
g14332	1663	407
g14333	407	1397
g14334	1397	734
g14335	734	2035
g14336	2035	1934
g14337	1934	523
g14338	523	721
g14339	721	43
g14340	43	33
g14341	33	945
g14342	945	245
g14343	245	803
g14344	803	2320
g14345	2320	2542
g14346	2542	1631
g14347	1631	161
g14348	161	1526
g14349	1526	457
g14350	457	819
g14351	819	1464
g14352	1464	1485
g14353	1485	424
g14354	424	96
g14355	96	1960
g14356	1960	1246
g14357	1246	682
g14358	682	4889
g14359	4889	1978
g14360	1978	1405
g14361	1405	195
g14362	195	1608
g14363	1608	42
g14364	42	1754
g14365	1754	4198
g14366	4198	1109
g14367	1109	2073
g14368	2073	1065
g14369	1065	3095
g14370	3095	38
g14371	38	589
g14372	589	133
g14373	133	294
g14374	294	561
g14375	561	838
g14376	838	381
g14377	381	398
g14378	398	629
g14379	629	481
g14380	481	920
g14381	920	4617
g14382	4617	36
g14383	36	2009
g14384	2009	1441
g14385	1441	825
g14386	825	1846
g14387	1846	1074
g14388	1074	3987
g14389	3987	1782
g14390	1782	7411
g14391	7411	441
g14392	441	413
g14393	413	413
g14394	413	1739
g14395	1739	None
g14396	None	16067
g14397	16067	17562
g14398	17562	53871
g14399	53871	33297
g14400	33297	2085
g14401	2085	1632
g14402	1632	625
g14403	625	34
g14404	34	2433
g14405	2433	1202
g14406	1202	2590
g14407	2590	1958
g14408	1958	988
g14409	988	2384
g14410	2384	None
g14411	None	538
g14412	538	690
g14413	690	405
g14414	405	595
g14415	595	307
g14416	307	1901
g14417	1901	490
g14418	490	673
g14419	673	350
g14420	350	53
g14421	53	208
g14422	208	463
g14423	463	1893
g14424	3936	5950
g14425	1893	342
g14426	342	730
g14427	730	223
g14428	223	601
g14429	601	5174
g14430	5174	1427
g14431	1427	1055
g14432	1055	138
g14433	138	35
g14434	35	839
g14435	839	394
g14436	394	553
g14437	553	462
g14438	462	328
g14439	328	51
g14440	51	175
g14441	175	508
g14442	508	537
g14443	537	719
g14444	719	1395
g14445	1395	160
g14446	160	208
g14447	208	74
g14448	74	804
g14449	804	213
g14450	213	74
g14451	74	164
g14452	164	226
g14453	226	393
g14454	393	71
g14455	71	415
g14456	415	694
g14457	676	6201
g14458	694	239
g14459	239	433
g14460	433	600
g14461	600	770
g14462	770	305
g14463	305	101
g14464	101	1032
g14465	1032	254
g14466	254	153
g14467	153	928
g14468	928	None
g14469	None	6819
g14470	6819	2254
g14471	2254	1689
g14472	1689	2014
g14473	2014	120
g14474	120	1696
g14475	1696	1240
g14476	1240	999
g14477	999	6429
g14478	6429	2210
g14479	2210	74
g14480	74	1818
g14481	1818	754
g14482	754	639
g14483	639	1719
g14484	1719	1100
g14485	5839	25380
g14486	1100	6056
g14487	6056	110
g14488	110	139
g14489	139	2849
g14490	2849	1253
g14491	1253	844
g14492	844	1251
g14493	1251	1019
g14494	1019	4307
g14495	4307	4859
g14496	4859	3286
g14497	3286	4911
g14498	4911	290
g14499	290	1250
g14500	1250	3480
g14501	3480	23
g14502	23	13541
g14503	13541	4493
g14504	4493	802
g14505	802	9630
g14506	9630	942
g14507	942	141
g14508	141	1732
g14509	1732	703
g14510	703	788
g14511	788	1849
g14512	1849	3857
g14513	3857	None
g14514	None	721
g14515	721	620
g14516	620	2446
g14517	2446	249
g14518	249	350
g14519	350	2644
g14520	2644	45
g14521	45	2334
g14522	2334	3000
g14523	3000	267
g14524	8237	184
g14525	184	373
g14526	373	114
g14527	114	1029
g14528	1029	1865
g14529	1865	1057
g14530	1057	974
g14531	974	3500
g14532	3500	484
g14533	484	461
g14534	461	2270
g14535	2270	3347
g14536	3347	404
g14537	404	66
g14538	66	1524
g14539	1524	3726
g14540	3726	1033
g14541	1033	660
g14542	660	7024
g14543	7024	284
g14544	284	1587
g14545	1587	275
g14546	275	839
g14547	839	391
g14548	391	1082
g14549	1082	2365
g14550	2365	852
g14551	852	1224
g14552	1224	796
g14553	796	144
g14554	144	135
g14555	135	253
g14556	253	991
g14557	991	303
g14558	303	571
g14559	571	1162
g14560	1162	209
g14561	209	721
g14562	721	61
g14563	61	198
g14564	198	3445
g14565	3445	2672
g14566	2672	729
g14567	729	851
g14568	851	329
g14569	329	1453
g14570	1453	2708
g14571	2708	1012
g14572	1012	1040
g14573	1040	567
g14574	3195	335
g14575	335	368
g14576	368	526
g14577	526	1764
g14578	1764	125
g14579	125	297
g14580	1619	522
g14581	297	1100
g14582	1100	1394
g14583	1394	1172
g14584	1172	255
g14585	255	549
g14586	549	1016
g14587	1016	2615
g14588	2615	27
g14589	27	800
g14590	800	2881
g14591	2881	987
g14592	987	187
g14593	187	890
g14594	890	248
g14595	248	25
g14596	25	159
g14597	159	438
g14598	438	687
g14599	687	464
g14600	464	376
g14601	376	460
g14602	460	525
g14603	525	3890
g14604	3890	93
g14605	93	302
g14606	302	359
g14607	359	547
g14608	547	33
g14609	33	252
g14610	252	2255
g14611	2255	1480
g14612	1480	849
g14613	849	835
g14614	835	976
g14615	976	638
g14616	638	788
g14617	788	1899
g14618	1899	642
g14619	642	1563
g14620	1563	1854
g14621	1854	3184
g14622	3184	1059
g14623	1059	649
g14624	649	1178
g14625	1178	1277
g14626	1277	605
g14627	605	8065
g14628	8065	3049
g14629	3049	244
g14630	244	464
g14631	464	611
g14632	611	525
g14633	525	1412
g14634	1412	821
g14635	821	47
g14636	47	3179
g14637	3179	715
g14638	715	572
g14639	572	631
g14640	631	461
g14641	461	631
g14642	631	691
g14643	691	900
g14644	900	945
g14645	945	192
g14646	192	476
g14647	476	845
g14648	845	337
g14649	337	905
g14650	905	537
g14651	537	647
g14652	647	711
g14653	711	314
g14654	314	171
g14655	171	166
g14656	166	7125
g14657	7125	309
g14658	309	183
g14659	183	2229
g14660	2229	2030
g14661	2030	680
g14662	680	805
g14663	805	627
g14664	627	1599
g14665	1599	720
g14666	720	536
g14667	536	307
g14668	307	2578
g14669	2578	621
g14670	621	645
g14671	645	64
g14672	64	181
g14673	181	202
g14674	202	650
g14675	650	2316
g14676	2316	1419
g14677	1419	763
g14678	763	510
g14679	510	492
g14680	492	596
g14681	596	1048
g14682	1048	879
g14683	879	746
g14684	746	1033
g14685	1033	273
g14686	273	1083
g14687	1083	1190
g14688	1190	675
g14689	675	1065
g14690	1065	2087
g14691	2087	2438
g14692	2438	2447
g14693	2447	308
g14694	308	877
g14695	877	1414
g14696	1414	1647
g14697	1647	1492
g14698	1492	9077
g14699	9077	4990
g14700	4990	1029
g14701	1029	2350
g14702	2350	945
g14703	945	662
g14704	662	921
g14705	921	755
g14706	755	1891
g14707	1891	786
g14708	786	82
g14709	82	1523
g14710	1523	1682
g14711	1682	296
g14712	296	3626
g14713	3626	1181
g14714	1181	365
g14715	365	1653
g14716	1653	364
g14717	364	446
g14718	446	83
g14719	83	423
g14720	423	257
g14721	257	277
g14722	277	417
g14723	417	465
g14724	465	776
g14725	776	52
g14726	52	2754
g14727	2754	1873
g14728	1873	55
g14729	55	1291
g14730	1291	1026
g14731	1026	108
g14732	3040	2140
g14733	108	4756
g14734	4756	2221
g14735	2221	531
g14736	8816	4671
g14737	531	371
g14738	371	1215
g14739	1215	381
g14740	381	1581
g14741	1581	1174
g14742	1174	3235
g14743	3235	302
g14744	302	1411
g14745	1411	874
g14746	874	1196
g14747	1196	6464
g14748	6464	1266
g14749	1266	564
g14750	564	1278
g14751	1278	968
g14752	968	3206
g14753	3206	62
g14754	62	477
g14755	477	484
g14756	484	1473
g14757	1473	6026
g14758	6026	1976
g14759	1976	518
g14760	518	1412
g14761	1412	3068
g14762	3068	5656
g14763	5656	8763
g14764	8763	1353
g14765	1353	3041
g14766	3041	620
g14767	620	646
g14768	646	1799
g14769	1799	21
g14770	21	2981
g14771	2981	44
g14772	44	1223
g14773	1223	1253
g14774	1253	2035
g14775	2035	328
g14776	328	429
g14777	429	78
g14778	78	108
g14779	108	223
g14780	223	1136
g14781	1136	400
g14782	1586	3454
g14783	400	820
g14784	820	316
g14785	316	370
g14786	370	42
g14787	42	45
g14788	45	153
g14789	153	1710
g14790	1710	1514
g14791	1514	756
g14792	756	540
g14793	540	371
g14794	1039	324
g14795	324	334
g14796	334	678
g14797	678	303
g14798	303	173
g14799	173	529
g14800	529	504
g14801	504	204
g14802	204	724
g14803	724	259
g14804	259	594
g14805	594	796
g14806	796	288
g14807	288	480
g14808	480	149
g14809	149	6103
g14810	6103	1176
g14811	1176	181
g14812	181	230
g14813	230	350
g14814	350	777
g14815	777	469
g14816	469	1352
g14817	1352	26
g14818	26	844
g14819	844	224
g14820	224	483
g14821	483	555
g14822	555	657
g14823	657	423
g14824	423	842
g14825	842	1098
g14826	1098	874
g14827	874	3745
g14828	1125	525
g14829	525	2464
g14830	2464	1792
g14831	1792	465
g14832	465	323
g14833	323	209
g14834	209	618
g14835	618	477
g14836	477	500
g14837	500	418
g14838	418	997
g14839	997	287
g14840	287	300
g14841	300	22
g14842	22	306
g14843	306	825
g14844	825	3182
g14845	3182	399
g14846	399	1034
g14847	1034	1395
g14848	1395	584
g14849	584	110
g14850	110	1487
g14851	1487	370
g14852	370	5732
g14853	479	271
g14854	271	76
g14855	335	260
g14856	76	366
g14857	366	3122
g14858	3122	746
g14859	746	250
g14860	250	772
g14861	772	221
g14862	221	351
g14863	351	83
g14864	83	433
g14865	433	512
g14866	512	938
g14867	938	1120
g14868	1120	811
g14869	811	384
g14870	384	338
g14871	338	3140
g14872	2655	522
g14873	522	359
g14874	359	499
g14875	499	139
g14876	139	354
g14877	354	189
g14878	189	600
g14879	600	643
g14880	643	815
g14881	815	733
g14882	733	498
g14883	498	320
g14884	320	137
g14885	137	184
g14886	184	28
g14887	28	546
g14888	546	993
g14889	993	610
g14890	610	265
g14891	265	261
g14892	261	3320
g14893	3320	865
g14894	865	353
g14895	353	480
g14896	480	590
g14897	590	340
g14898	340	1125
g14899	1125	218
g14900	218	432
g14901	432	561
g14902	561	32
g14903	32	283
g14904	283	490
g14905	490	717
g14906	717	2895
g14907	2895	1978
g14908	1978	1644
g14909	1644	180
g14910	180	351
g14911	351	706
g14912	706	453
g14913	453	1061
g14914	1061	246
g14915	246	392
g14916	392	1618
g14917	1618	702
g14918	702	2139
g14919	2139	499
g14920	499	766
g14921	766	594
g14922	594	53
g14923	53	146
g14924	146	2274
g14925	2274	127
g14926	127	424
g14927	424	942
g14928	942	1414
g14929	1414	3731
g14930	4274	3326
g14931	3326	399
g14932	399	316
g14933	316	1126
g14934	1126	1318
g14935	1318	693
g14936	693	759
g14937	759	38
g14938	38	1396
g14939	1396	3202
g14940	3202	768
g14941	768	337
g14942	337	352
g14943	352	261
g14944	261	559
g14945	559	1122
g14946	1122	337
g14947	337	479
g14948	479	837
g14949	837	571
g14950	571	1063
g14951	1063	5465
g14952	3156	326
g14953	326	243
g14954	243	575
g14955	575	250
g14956	250	386
g14957	386	371
g14958	371	238
g14959	238	324
g14960	324	1198
g14961	1198	24
g14962	24	261
g14963	261	778
g14964	778	401
g14965	401	1222
g14966	1222	267
g14967	267	73
g14968	73	1873
g14969	1873	535
g14970	535	188
g14971	188	363
g14972	363	596
g14973	596	283
g14974	283	1133
g14975	1133	498
g14976	498	2332
g14977	2332	260
g14978	260	44
g14979	44	2477
g14980	2846	1757
g14981	1757	877
g14982	877	739
g14983	739	6095
g14984	6095	1039
g14985	1039	2668
g14986	2668	317
g14987	317	378
g14988	378	717
g14989	717	42
g14990	42	705
g14991	705	318
g14992	318	1205
g14993	1205	2548
g14994	2548	1198
g14995	1198	3796
g14996	3796	532
g14997	532	559
g14998	559	592
g14999	592	609
g15000	609	367
g15001	367	294
g15002	294	1707
g15003	1707	1928
g15004	1928	630
g15005	630	662
g15006	662	1377
g15007	1377	1305
g15008	1305	664
g15009	664	1316
g15010	1316	732
g15011	1886	718
g15012	718	295
g15013	295	1038
g15014	1038	3665
g15015	3665	3559
g15016	3808	1464
g15017	1464	983
g15018	983	4277
g15019	4277	400
g15020	400	430
g15021	430	223
g15022	223	402
g15023	402	351
g15024	351	1201
g15025	1201	1477
g15026	1477	741
g15027	741	462
g15028	462	364
g15029	364	1571
g15030	1571	214
g15031	214	836
g15032	836	2272
g15033	2272	1499
g15034	1499	129
g15035	129	764
g15036	764	841
g15037	841	450
g15038	450	418
g15039	418	1566
g15040	1566	416
g15041	416	1395
g15042	1395	134
g15043	134	1566
g15044	1566	1567
g15045	1567	852
g15046	1950	1531
g15047	852	195
g15048	195	60
g15049	60	595
g15050	595	460
g15051	460	314
g15052	314	262
g15053	262	418
g15054	418	442
g15055	442	2059
g15056	2059	564
g15057	564	3420
g15058	3420	482
g15059	482	137
g15060	137	153
g15061	153	651
g15062	651	1727
g15063	1727	651
g15064	651	1947
g15065	1947	2069
g15066	2069	1262
g15067	1262	289
g15068	289	650
g15069	650	718
g15070	718	304
g15071	304	475
g15072	475	223
g15073	223	942
g15074	942	125
g15075	125	258
g15076	258	231
g15077	231	800
g15078	800	237
g15079	237	551
g15080	551	646
g15081	646	18
g15082	18	64
g15083	64	780
g15084	780	104
g15085	104	1836
g15086	1836	295
g15087	295	237
g15088	237	2259
g15089	2259	2549
g15090	2549	231
g15091	231	450
g15092	450	760
g15093	760	106
g15094	106	1179
g15095	1179	378
g15096	378	2201
g15097	2201	1531
g15098	1531	80
g15099	80	1554
g15100	1554	658
g15101	658	141
g15102	141	883
g15103	883	1489
g15104	1489	774
g15105	774	876
g15106	876	350
g15107	350	158
g15108	158	72
g15109	72	609
g15110	609	695
g15111	695	443
g15112	443	644
g15113	644	185
g15114	185	868
g15115	868	18
g15116	18	5307
g15117	5307	66
g15118	66	489
g15119	489	257
g15120	257	199
g15121	199	1440
g15122	1440	3672
g15123	3672	312
g15124	312	428
g15125	428	403
g15126	403	1023
g15127	1023	1322
g15128	1322	993
g15129	993	5217
g15130	5217	585
g15131	585	613
g15132	613	2140
g15133	2140	804
g15134	804	1912
g15135	1912	1062
g15136	1062	4590
g15137	4590	650
g15138	650	269
g15139	269	578
g15140	578	367
g15141	367	108
g15142	108	1214
g15143	1214	194
g15144	194	88
g15145	88	212
g15146	212	361
g15147	361	227
g15148	227	284
g15149	284	870
g15150	870	4006
g15151	4006	1140
g15152	1140	135
g15153	135	162
g15154	162	3374
g15155	3374	315
g15156	315	886
g15157	886	194
g15158	194	580
g15159	580	407
g15160	407	505
g15161	505	1200
g15162	1200	954
g15163	954	949
g15164	949	100
g15165	100	502
g15166	502	357
g15167	357	532
g15168	532	327
g15169	327	3077
g15170	3077	127
g15171	127	593
g15172	593	583
g15173	583	27
g15174	27	1576
g15175	1576	421
g15176	421	1159
g15177	1159	428
g15178	428	402
g15179	402	123
g15180	123	373
g15181	373	642
g15182	642	262
g15183	262	218
g15184	218	437
g15185	437	117
g15186	117	194
g15187	194	613
g15188	613	934
g15189	934	153
g15190	153	28
g15191	28	11544
g15192	11544	115
g15193	115	623
g15194	623	1785
g15195	1785	1917
g15196	1917	377
g15197	377	185
g15198	185	966
g15199	966	142
g15200	142	67
g15201	67	396
g15202	396	2409
g15203	485	4302
g15204	2409	688
g15205	688	486
g15206	486	48
g15207	48	1478
g15208	1478	2527
g15209	2527	144
g15210	144	1424
g15211	1424	2356
g15212	2356	5149
g15213	5149	6223
g15214	6223	233
g15215	233	418
g15216	418	533
g15217	533	296
g15218	296	480
g15219	480	714
g15220	714	21
g15221	21	1430
g15222	1430	28
g15223	28	672
g15224	672	643
g15225	643	22
g15226	22	2180
g15227	2180	2978
g15228	2978	1007
g15229	1007	410
g15230	410	2557
g15231	2557	131
g15232	131	491
g15233	491	536
g15234	536	434
g15235	434	115
g15236	115	1033
g15237	1033	251
g15238	251	593
g15239	593	260
g15240	260	1082
g15241	1082	728
g15242	728	402
g15243	402	244
g15244	244	3318
g15245	3318	36
g15246	36	1541
g15247	1541	2046
g15248	2046	63
g15249	63	293
g15250	293	548
g15251	548	505
g15252	505	33
g15253	33	33
g15254	33	224
g15255	224	97
g15256	97	492
g15257	492	478
g15258	478	422
g15259	422	835
g15260	835	570
g15261	570	345
g15262	345	250
g15263	250	61
g15264	61	70
g15265	70	891
g15266	1687	3709
g15267	891	1790
g15268	1790	335
g15269	335	758
g15270	758	175
g15271	175	691
g15272	691	84
g15273	84	757
g15274	757	175
g15275	175	691
g15276	691	84
g15277	84	596
g15278	596	129
g15279	129	371
g15280	371	22
g15281	22	514
g15282	514	464
g15283	464	1735
g15284	1735	214
g15285	214	748
g15286	748	1877
g15287	1877	903
g15288	903	138
g15289	138	302
g15290	302	5485
g15291	5485	67
g15292	67	99
g15293	99	1443
g15294	1443	698
g15295	698	1775
g15296	1775	317
g15297	317	724
g15298	724	252
g15299	252	230
g15300	230	759
g15301	759	719
g15302	719	1357
g15303	1357	530
g15304	530	3693
g15305	3693	219
g15306	219	1791
g15307	1791	1758
g15308	1758	179
g15309	179	24
g15310	24	448
g15311	448	408
g15312	408	498
g15313	498	27
g15314	27	803
g15315	803	763
g15316	763	597
g15317	597	826
g15318	826	2001
g15319	2001	759
g15320	759	218
g15321	218	51
g15322	51	1012
g15323	1012	144
g15324	144	1299
g15325	1299	1391
g15326	1391	74
g15327	74	None
g15328	None	1952
g15329	1952	84
g15330	84	2048
g15331	2048	472
g15332	472	648
g15333	648	1395
g15334	1395	2981
g15335	2981	4073
g15336	4073	1336
g15337	1336	1405
g15338	1405	180
g15339	180	1250
g15340	1250	1431
g15341	1431	848
g15342	848	3205
g15343	3205	7497
g15344	7497	578
g15345	578	74
g15346	74	788
g15347	788	760
g15348	760	549
g15349	549	3391
g15350	3391	1260
g15351	1260	371
g15352	371	1837
g15353	1837	3370
g15354	3370	2992
g15355	2992	816
g15356	816	810
g15357	810	972
g15358	972	958
g15359	958	2596
g15360	2596	5173
g15361	5173	5320
g15362	5320	5782
g15363	5782	3987
g15364	3987	131
g15365	131	82
g15366	82	1375
g15367	1375	5129
g15368	2213	24512
g15369	5129	359
g15370	359	3310
g15371	3310	309
g15372	309	4194
g15373	4194	5781
g15374	5781	521
g15375	521	724
g15376	724	681
g15377	681	105
g15378	105	63
g15379	63	22
g15380	22	417
g15381	417	1818
g15382	1818	803
g15383	803	538
g15384	538	1814
g15385	1814	4383
g15386	4383	517
g15387	517	2903
g15388	5716	5965
g15389	2903	4849
g15390	4849	851
g15391	851	1605
g15392	1605	7150
g15393	7150	6187
g15394	6187	930
g15395	930	40
g15396	40	2978
g15397	2978	1561
g15398	1561	356
g15399	356	255
g15400	255	1000
g15401	1000	497
g15402	497	738
g15403	738	39
g15404	39	1374
g15405	1374	2790
g15406	2790	None
g15407	None	551
g15408	551	116
g15409	116	6964
g15410	6964	5300
g15411	5300	5202
g15412	5202	5970
g15413	5970	4143
g15414	4143	5103
g15415	5103	421
g15416	421	387
g15417	387	3852
g15418	3852	1039
g15419	1039	1468
g15420	1468	6003
g15421	6003	6505
g15422	6505	3135
g15423	3135	540
g15424	540	None
g15425	None	4377
g15426	4377	1929
g15427	1929	None
g15428	None	1622
g15429	1622	2651
g15430	2651	5947
g15431	3201	1145
g15432	1145	3994
g15433	3994	572
g15434	572	428
g15435	428	53
g15436	53	3560
g15437	3560	3017
g15438	3017	817
g15439	817	472
g15440	472	1530
g15441	1530	1594
g15442	1594	774
g15443	774	2919
g15444	2919	172
g15445	172	814
g15446	814	1022
g15447	4209	427
g15448	427	991
g15449	991	606
g15450	606	1848
g15451	1848	73
g15452	73	80
g15453	80	481
g15454	481	513
g15455	513	441
g15456	441	230
g15457	230	511
g15458	511	24
g15459	24	730
g15460	730	614
g15461	614	1552
g15462	1552	580
g15463	580	939
g15464	939	353
g15465	353	192
g15466	192	266
g15467	266	279
g15468	279	218
g15469	218	1043
g15470	1043	356
g15471	356	1776
g15472	1776	428
g15473	428	615
g15474	615	1586
g15475	1586	1106
g15476	1106	8214
g15477	8214	3956
g15478	3956	4364
g15479	4364	291
g15480	291	47
g15481	47	102
g15482	102	223
g15483	223	1035
g15484	1035	449
g15485	449	190
g15486	190	412
g15487	412	293
g15488	293	421
g15489	421	180
g15490	180	219
g15491	219	2750
g15492	2750	646
g15493	646	1769
g15494	1769	881
g15495	881	1186
g15496	1186	1548
g15497	1548	1499
g15498	1499	88
g15499	88	962
g15500	962	3200
g15501	3200	966
g15502	966	2872
g15503	2872	949
g15504	949	1623
g15505	1623	639
g15506	639	1308
g15507	1308	111
g15508	111	597
g15509	597	613
g15510	613	640
g15511	640	180
g15512	180	521
g15513	521	213
g15514	213	822
g15515	822	289
g15516	289	60
g15517	60	598
g15518	598	762
g15519	762	218
g15520	218	201
g15521	201	475
g15522	475	63
g15523	63	1002
g15524	1002	81
g15525	81	3412
g15526	4995	7825
g15527	3412	408
g15528	408	9953
g15529	9953	956
g15530	956	1042
g15531	1042	1318
g15532	1318	189
g15533	189	5469
g15534	5469	3149
g15535	3149	650
g15536	650	1670
g15537	1670	8404
g15538	8404	55
g15539	55	1575
g15540	1575	2903
g15541	2903	691
g15542	691	1116
g15543	1116	1029
g15544	1029	160
g15545	160	242
g15546	242	566
g15547	566	1142
g15548	1142	719
g15549	719	339
g15550	339	1471
g15551	1471	580
g15552	580	1387
g15553	1387	461
g15554	461	24
g15555	24	838
g15556	838	1647
g15557	1647	1271
g15558	1271	508
g15559	3585	166
g15560	166	782
g15561	508	231
g15562	231	37
g15563	37	255
g15564	255	2304
g15565	2304	456
g15566	456	203
g15567	203	1412
g15568	1412	544
g15569	544	654
g15570	654	321
g15571	321	1545
g15572	1545	311
g15573	311	120
g15574	120	2107
g15575	2107	134
g15576	134	367
g15577	367	2716
g15578	2716	198
g15579	198	353
g15580	353	953
g15581	953	383
g15582	383	570
g15583	570	367
g15584	367	217
g15585	217	785
g15586	785	2273
g15587	2273	515
g15588	515	45
g15589	45	607
g15590	607	356
g15591	356	573
g15592	573	124
g15593	124	89
g15594	89	574
g15595	574	123
g15596	123	547
g15597	547	174
g15598	174	339
g15599	339	1888
g15600	1888	696
g15601	696	463
g15602	463	1263
g15603	1263	242
g15604	242	326
g15605	326	915
g15606	915	1846
g15607	1846	141
g15608	141	1957
g15609	1957	10997
g15610	10997	3434
g15611	3434	203
g15612	203	492
g15613	492	990
g15614	990	610
g15615	610	598
g15616	598	1358
g15617	1358	4946
